date,revenue,purchases,unique_streams,unique_customers,total_views,country
2018-07-01,0.0,0,0,0,0,Portugal
2018-07-02,0.0,0,0,0,0,Portugal
2018-07-03,0.0,0,0,0,0,Portugal
2018-07-04,0.0,0,0,0,0,Portugal
2018-07-05,96.85,1,16,1,72,Portugal
2018-07-06,0.0,0,0,0,0,Portugal
2018-07-07,0.0,0,0,0,0,Portugal
2018-07-08,0.0,0,0,0,0,Portugal
2018-07-09,0.0,0,0,0,0,Portugal
2018-07-10,0.0,0,0,0,0,Portugal
2018-07-11,0.0,0,0,0,0,Portugal
2018-07-12,0.0,0,0,0,0,Portugal
2018-07-13,0.0,0,0,0,0,Portugal
2018-07-14,0.0,0,0,0,0,Portugal
2018-07-15,0.0,0,0,0,0,Portugal
2018-07-16,0.0,0,0,0,0,Portugal
2018-07-17,0.0,0,0,0,0,Portugal
2018-07-18,0.0,0,0,0,0,Portugal
2018-07-19,0.0,0,0,0,0,Portugal
2018-07-20,0.0,0,0,0,0,Portugal
2018-07-21,0.0,0,0,0,0,Portugal
2018-07-22,0.0,0,0,0,0,Portugal
2018-07-23,0.0,0,0,0,0,Portugal
2018-07-24,0.0,0,0,0,0,Portugal
2018-07-25,0.0,0,0,0,0,Portugal
2018-07-26,0.0,0,0,0,0,Portugal
2018-07-27,0.0,0,0,0,0,Portugal
2018-07-28,0.0,0,0,0,0,Portugal
2018-07-29,0.0,0,0,0,0,Portugal
2018-07-30,0.0,0,0,0,0,Portugal
2018-07-31,0.0,0,0,0,0,Portugal
2018-08-01,0.0,0,0,0,0,Portugal
2018-08-02,0.0,0,0,0,0,Portugal
2018-08-03,0.0,0,0,0,0,Portugal
2018-08-04,0.0,0,0,0,0,Portugal
2018-08-05,0.0,0,0,0,0,Portugal
2018-08-06,0.0,0,0,0,0,Portugal
2018-08-07,0.0,0,0,0,0,Portugal
2018-08-08,84.85,1,15,1,104,Portugal
2018-08-09,0.0,0,0,0,0,Portugal
2018-08-10,0.0,0,0,0,0,Portugal
2018-08-11,0.0,0,0,0,0,Portugal
2018-08-12,0.0,0,0,0,0,Portugal
2018-08-13,0.0,0,0,0,0,Portugal
2018-08-14,0.0,0,0,0,0,Portugal
2018-08-15,0.0,0,0,0,0,Portugal
2018-08-16,0.0,0,0,0,0,Portugal
2018-08-17,0.0,0,0,0,0,Portugal
2018-08-18,0.0,0,0,0,0,Portugal
2018-08-19,0.0,0,0,0,0,Portugal
2018-08-20,0.0,0,0,0,0,Portugal
2018-08-21,0.0,0,0,0,0,Portugal
2018-08-22,0.0,0,0,0,0,Portugal
2018-08-23,46.89,1,10,1,85,Portugal
2018-08-24,0.0,0,0,0,0,Portugal
2018-08-25,0.0,0,0,0,0,Portugal
2018-08-26,0.0,0,0,0,0,Portugal
2018-08-27,0.0,0,0,0,0,Portugal
2018-08-28,0.0,0,0,0,0,Portugal
2018-08-29,4.95,1,1,1,0,Portugal
2018-08-30,0.0,0,0,0,0,Portugal
2018-08-31,31.1,1,12,1,95,Portugal
2018-09-01,0.0,0,0,0,0,Portugal
2018-09-02,0.0,0,0,0,0,Portugal
2018-09-03,80.5,1,36,1,321,Portugal
2018-09-04,0.0,0,0,0,0,Portugal
2018-09-05,0.0,0,0,0,0,Portugal
2018-09-06,0.0,0,0,0,0,Portugal
2018-09-07,0.0,0,0,0,0,Portugal
2018-09-08,0.0,0,0,0,0,Portugal
2018-09-09,0.0,0,0,0,0,Portugal
2018-09-10,0.0,0,0,0,0,Portugal
2018-09-11,0.0,0,0,0,0,Portugal
2018-09-12,0.0,0,0,0,0,Portugal
2018-09-13,143.85,1,38,1,285,Portugal
2018-09-14,126.47,1,55,1,463,Portugal
2018-09-15,0.0,0,0,0,0,Portugal
2018-09-16,0.0,0,0,0,0,Portugal
2018-09-17,0.0,0,0,0,0,Portugal
2018-09-18,0.0,0,0,0,0,Portugal
2018-09-19,0.0,0,0,0,0,Portugal
2018-09-20,0.0,0,0,0,0,Portugal
2018-09-21,8.45,1,5,1,5,Portugal
2018-09-22,0.0,0,0,0,0,Portugal
2018-09-23,8.45,1,5,1,16,Portugal
2018-09-24,0.0,0,0,0,0,Portugal
2018-09-25,8.45,1,5,1,8,Portugal
2018-09-26,0.0,0,0,0,0,Portugal
2018-09-27,22.65,1,7,1,39,Portugal
2018-09-28,0.0,0,0,0,0,Portugal
2018-09-29,0.0,0,0,0,0,Portugal
2018-09-30,0.0,0,0,0,0,Portugal
2018-10-01,0.0,0,0,0,0,Portugal
2018-10-02,9.4,1,4,1,13,Portugal
2018-10-03,0.0,0,0,0,0,Portugal
2018-10-04,0.0,0,0,0,0,Portugal
2018-10-05,65.6,1,14,1,98,Portugal
2018-10-06,0.0,0,0,0,0,Portugal
2018-10-07,0.0,0,0,0,0,Portugal
2018-10-08,270.58,3,78,3,731,Portugal
2018-10-09,0.0,0,0,0,0,Portugal
2018-10-10,0.0,0,0,0,0,Portugal
2018-10-11,0.0,0,0,0,0,Portugal
2018-10-12,0.0,0,0,0,0,Portugal
2018-10-13,0.0,0,0,0,0,Portugal
2018-10-14,0.0,0,0,0,0,Portugal
2018-10-15,0.0,0,0,0,0,Portugal
2018-10-16,0.0,0,0,0,0,Portugal
2018-10-17,0.0,0,0,0,0,Portugal
2018-10-18,0.0,0,0,0,0,Portugal
2018-10-19,4.95,1,1,1,1,Portugal
2018-10-20,0.0,0,0,0,0,Portugal
2018-10-21,0.0,0,0,0,0,Portugal
2018-10-22,0.0,0,0,0,0,Portugal
2018-10-23,0.0,0,0,0,0,Portugal
2018-10-24,0.0,0,0,0,0,Portugal
2018-10-25,126.86,1,66,1,642,Portugal
2018-10-26,0.0,0,0,0,0,Portugal
2018-10-27,0.0,0,0,0,0,Portugal
2018-10-28,0.0,0,0,0,0,Portugal
2018-10-29,0.0,0,0,0,0,Portugal
2018-10-30,5.95,1,1,1,1,Portugal
2018-10-31,73.65,1,20,1,166,Portugal
2018-11-01,0.0,0,0,0,0,Portugal
2018-11-02,0.0,0,0,0,0,Portugal
2018-11-03,0.0,0,0,0,0,Portugal
2018-11-04,0.0,0,0,0,0,Portugal
2018-11-05,0.0,0,0,0,0,Portugal
2018-11-06,73.2,1,17,1,140,Portugal
2018-11-07,0.0,0,0,0,0,Portugal
2018-11-08,93.65,1,20,1,233,Portugal
2018-11-09,0.0,0,0,0,0,Portugal
2018-11-10,0.0,0,0,0,0,Portugal
2018-11-11,0.0,0,0,0,0,Portugal
2018-11-12,0.0,0,0,0,0,Portugal
2018-11-13,88.95,1,26,1,201,Portugal
2018-11-14,23.1,2,4,1,12,Portugal
2018-11-15,0.0,0,0,0,0,Portugal
2018-11-16,0.0,0,0,0,0,Portugal
2018-11-17,0.0,0,0,0,0,Portugal
2018-11-18,0.0,0,0,0,0,Portugal
2018-11-19,0.0,0,0,0,0,Portugal
2018-11-20,0.0,0,0,0,0,Portugal
2018-11-21,318.67,2,95,1,283,Portugal
2018-11-22,0.0,0,0,0,0,Portugal
2018-11-23,50.4,1,11,1,83,Portugal
2018-11-24,0.0,0,0,0,0,Portugal
2018-11-25,0.0,0,0,0,0,Portugal
2018-11-26,0.0,0,0,0,0,Portugal
2018-11-27,87.54,1,22,1,163,Portugal
2018-11-28,0.0,0,0,0,0,Portugal
2018-11-29,0.0,0,0,0,0,Portugal
2018-11-30,38.4,1,7,1,65,Portugal
2018-12-01,0.0,0,0,0,0,Portugal
2018-12-02,0.0,0,0,0,0,Portugal
2018-12-03,40.1,1,7,1,53,Portugal
2018-12-04,0.0,0,0,0,0,Portugal
2018-12-05,193.47,1,53,1,431,Portugal
2018-12-06,67.29,1,13,1,104,Portugal
2018-12-07,67.6,1,14,1,115,Portugal
2018-12-08,0.0,0,0,0,0,Portugal
2018-12-09,0.0,0,0,0,0,Portugal
2018-12-10,0.0,0,0,0,0,Portugal
2018-12-11,8.7,2,4,1,10,Portugal
2018-12-12,0.0,0,0,0,0,Portugal
2018-12-13,0.0,0,0,0,0,Portugal
2018-12-14,84.42,1,22,1,165,Portugal
2018-12-15,0.0,0,0,0,0,Portugal
2018-12-16,0.0,0,0,0,0,Portugal
2018-12-17,0.0,0,0,0,0,Portugal
2018-12-18,0.0,0,0,0,0,Portugal
2018-12-19,0.0,0,0,0,0,Portugal
2018-12-20,0.0,0,0,0,0,Portugal
2018-12-21,0.0,0,0,0,0,Portugal
2018-12-22,0.0,0,0,0,0,Portugal
2018-12-23,0.0,0,0,0,0,Portugal
2018-12-24,0.0,0,0,0,0,Portugal
2018-12-25,0.0,0,0,0,0,Portugal
2018-12-26,0.0,0,0,0,0,Portugal
2018-12-27,0.0,0,0,0,0,Portugal
2018-12-28,0.0,0,0,0,0,Portugal
2018-12-29,0.0,0,0,0,0,Portugal
2018-12-30,0.0,0,0,0,0,Portugal
2018-12-31,0.0,0,0,0,0,Portugal
2019-01-01,0.0,0,0,0,0,Portugal
2019-01-02,13.4,1,4,1,2,Portugal
2019-01-03,0.0,0,0,0,0,Portugal
2019-01-04,0.0,0,0,0,0,Portugal
2019-01-05,0.0,0,0,0,0,Portugal
2019-01-06,174.81,2,51,2,471,Portugal
2019-01-07,0.0,0,0,0,0,Portugal
2019-01-08,0.0,0,0,0,0,Portugal
2019-01-09,0.0,0,0,0,0,Portugal
2019-01-10,0.0,0,0,0,0,Portugal
2019-01-11,0.0,0,0,0,0,Portugal
2019-01-12,0.0,0,0,0,0,Portugal
2019-01-13,0.0,0,0,0,0,Portugal
2019-01-14,0.0,0,0,0,0,Portugal
2019-01-15,114.18,1,36,1,479,Portugal
2019-01-16,0.0,0,0,0,0,Portugal
2019-01-17,0.0,0,0,0,0,Portugal
2019-01-18,0.0,0,0,0,0,Portugal
2019-01-19,0.0,0,0,0,0,Portugal
2019-01-20,0.0,0,0,0,0,Portugal
2019-01-21,0.0,0,0,0,0,Portugal
2019-01-22,0.0,0,0,0,0,Portugal
2019-01-23,122.94,1,30,1,210,Portugal
2019-01-24,0.0,0,0,0,0,Portugal
2019-01-25,0.0,0,0,0,0,Portugal
2019-01-26,0.0,0,0,0,0,Portugal
2019-01-27,0.0,0,0,0,0,Portugal
2019-01-28,0.0,0,0,0,0,Portugal
2019-01-29,0.0,0,0,0,0,Portugal
2019-01-30,0.0,0,0,0,0,Portugal
2019-01-31,0.0,0,0,0,0,Portugal
2019-02-01,0.0,0,0,0,0,Portugal
2019-02-02,0.0,0,0,0,0,Portugal
2019-02-03,0.0,0,0,0,0,Portugal
2019-02-04,0.0,0,0,0,0,Portugal
2019-02-05,0.0,0,0,0,0,Portugal
2019-02-06,0.0,0,0,0,0,Portugal
2019-02-07,0.0,0,0,0,0,Portugal
2019-02-08,0.0,0,0,0,0,Portugal
2019-02-09,0.0,0,0,0,0,Portugal
2019-02-10,0.0,0,0,0,0,Portugal
2019-02-11,0.0,0,0,0,0,Portugal
2019-02-12,0.0,0,0,0,0,Portugal
2019-02-13,0.0,0,0,0,0,Portugal
2019-02-14,0.0,0,0,0,0,Portugal
2019-02-15,0.0,0,0,0,0,Portugal
2019-02-16,0.0,0,0,0,0,Portugal
2019-02-17,0.0,0,0,0,0,Portugal
2019-02-18,160.83,1,43,1,346,Portugal
2019-02-19,0.0,0,0,0,0,Portugal
2019-02-20,0.0,0,0,0,0,Portugal
2019-02-21,0.0,0,0,0,0,Portugal
2019-02-22,0.0,0,0,0,0,Portugal
2019-02-23,0.0,0,0,0,0,Portugal
2019-02-24,0.0,0,0,0,0,Portugal
2019-02-25,56.15,1,14,1,104,Portugal
2019-02-26,0.0,0,0,0,0,Portugal
2019-02-27,0.0,0,0,0,0,Portugal
2019-02-28,0.0,0,0,0,0,Portugal
2019-03-01,0.0,0,0,0,0,Portugal
2019-03-02,0.0,0,0,0,0,Portugal
2019-03-03,0.0,0,0,0,0,Portugal
2019-03-04,0.0,0,0,0,0,Portugal
2019-03-05,113.4,1,56,1,603,Portugal
2019-03-06,0.0,0,0,0,0,Portugal
2019-03-07,0.0,0,0,0,0,Portugal
2019-03-08,0.0,0,0,0,0,Portugal
2019-03-09,0.0,0,0,0,0,Portugal
2019-03-10,0.0,0,0,0,0,Portugal
2019-03-11,0.0,0,0,0,0,Portugal
2019-03-12,0.0,0,0,0,0,Portugal
2019-03-13,0.0,0,0,0,0,Portugal
2019-03-14,0.0,0,0,0,0,Portugal
2019-03-15,0.0,0,0,0,0,Portugal
2019-03-16,0.0,0,0,0,0,Portugal
2019-03-17,0.0,0,0,0,0,Portugal
2019-03-18,0.0,0,0,0,0,Portugal
2019-03-19,0.0,0,0,0,0,Portugal
2019-03-20,44.65,1,16,1,105,Portugal
2019-03-21,27.0,1,1,1,1,Portugal
2019-03-22,0.0,0,0,0,0,Portugal
2019-03-23,0.0,0,0,0,0,Portugal
2019-03-24,0.0,0,0,0,0,Portugal
2019-03-25,87.74,1,25,1,197,Portugal
2019-03-26,0.0,0,0,0,0,Portugal
2019-03-27,0.0,0,0,0,0,Portugal
2019-03-28,62.09,1,16,1,157,Portugal
2019-03-29,0.0,0,0,0,0,Portugal
2019-03-30,0.0,0,0,0,0,Portugal
2019-03-31,0.0,0,0,0,0,Portugal
2019-04-01,0.0,0,0,0,0,Portugal
2019-04-02,0.0,0,0,0,0,Portugal
2019-04-03,0.0,0,0,0,0,Portugal
2019-04-04,0.0,0,0,0,0,Portugal
2019-04-05,50.99,1,21,1,191,Portugal
2019-04-06,0.0,0,0,0,0,Portugal
2019-04-07,0.0,0,0,0,0,Portugal
2019-04-08,0.0,0,0,0,0,Portugal
2019-04-09,0.0,0,0,0,0,Portugal
2019-04-10,163.87,1,56,1,497,Portugal
2019-04-11,0.0,0,0,0,0,Portugal
2019-04-12,0.0,0,0,0,0,Portugal
2019-04-13,0.0,0,0,0,0,Portugal
2019-04-14,0.0,0,0,0,0,Portugal
2019-04-15,0.0,0,0,0,0,Portugal
2019-04-16,0.0,0,0,0,0,Portugal
2019-04-17,0.0,0,0,0,0,Portugal
2019-04-18,0.0,0,0,0,0,Portugal
2019-04-19,0.0,0,0,0,0,Portugal
2019-04-20,0.0,0,0,0,0,Portugal
2019-04-21,0.0,0,0,0,0,Portugal
2019-04-22,0.0,0,0,0,0,Portugal
2019-04-23,0.0,0,0,0,0,Portugal
2019-04-24,0.0,0,0,0,0,Portugal
2019-04-25,0.0,0,0,0,0,Portugal
2019-04-26,0.0,0,0,0,0,Portugal
2019-04-27,0.0,0,0,0,0,Portugal
2019-04-28,0.0,0,0,0,0,Portugal
2019-04-29,0.0,0,0,0,0,Portugal
2019-04-30,0.0,0,0,0,0,Portugal
2019-05-01,0.0,0,0,0,0,Portugal
2019-05-02,0.0,0,0,0,0,Portugal
2019-05-03,0.0,0,0,0,0,Portugal
2019-05-04,0.0,0,0,0,0,Portugal
2019-05-05,0.0,0,0,0,0,Portugal
2019-05-06,0.0,0,0,0,0,Portugal
2019-05-07,0.0,0,0,0,0,Portugal
2019-05-08,0.0,0,0,0,0,Portugal
2019-05-09,1279.46,3,75,1,299,Portugal
2019-05-10,0.0,0,0,0,0,Portugal
2019-05-11,0.0,0,0,0,0,Portugal
2019-05-12,0.0,0,0,0,0,Portugal
2019-05-13,0.0,0,0,0,0,Portugal
2019-05-14,0.0,0,0,0,0,Portugal
2019-05-15,0.0,0,0,0,0,Portugal
2019-05-16,0.0,0,0,0,0,Portugal
2019-05-17,0.0,0,0,0,0,Portugal
2019-05-18,0.0,0,0,0,0,Portugal
2019-05-19,0.0,0,0,0,0,Portugal
2019-05-20,6098.36,7,1,1,8,Portugal
2019-05-21,0.0,0,0,0,0,Portugal
2019-05-22,0.0,0,0,0,0,Portugal
2019-05-23,0.0,0,0,0,0,Portugal
2019-05-24,0.0,0,0,0,0,Portugal
2019-05-25,0.0,0,0,0,0,Portugal
2019-05-26,0.0,0,0,0,0,Portugal
2019-05-27,0.0,0,0,0,0,Portugal
2019-05-28,0.0,0,0,0,0,Portugal
2019-05-29,0.0,0,0,0,0,Portugal
2019-05-30,0.0,0,0,0,0,Portugal
2019-05-31,0.0,0,0,0,0,Portugal
2019-06-01,0.0,0,0,0,0,Portugal
2019-06-02,0.0,0,0,0,0,Portugal
2019-06-03,0.0,0,0,0,0,Portugal
2019-06-04,23.65,1,14,1,146,Portugal
2019-06-05,31.9,1,9,1,55,Portugal
2019-06-06,0.0,0,0,0,0,Portugal
2019-06-07,0.0,0,0,0,0,Portugal
2019-06-08,0.0,0,0,0,0,Portugal
2019-06-09,0.0,0,0,0,0,Portugal
2019-06-10,0.0,0,0,0,0,Portugal
2019-06-11,0.0,0,0,0,0,Portugal
2019-06-12,110.23,1,25,1,186,Portugal
2019-06-13,0.0,0,0,0,0,Portugal
2019-06-14,0.0,0,0,0,0,Portugal
2019-06-15,0.0,0,0,0,0,Portugal
2019-06-16,0.0,0,0,0,0,Portugal
2019-06-17,0.0,0,0,0,0,Portugal
2019-06-18,0.0,0,0,0,0,Portugal
2019-06-19,0.0,0,0,0,0,Portugal
2019-06-20,0.0,0,0,0,0,Portugal
2019-06-21,4.95,1,1,1,4,Portugal
2019-06-22,0.0,0,0,0,0,Portugal
2019-06-23,0.0,0,0,0,0,Portugal
2019-06-24,0.0,0,0,0,0,Portugal
2019-06-25,0.0,0,0,0,0,Portugal
2019-06-26,0.0,0,0,0,0,Portugal
2019-06-27,0.0,0,0,0,0,Portugal
2019-06-28,0.0,0,0,0,0,Portugal
2019-06-29,0.0,0,0,0,0,Portugal
2019-06-30,0.0,0,0,0,0,Portugal
2019-07-01,0.0,0,0,0,0,Portugal
2019-07-02,0.0,0,0,0,0,Portugal
2019-07-03,0.0,0,0,0,0,Portugal
2019-07-04,0.0,0,0,0,0,Portugal
2019-07-05,0.0,0,0,0,0,Portugal
2019-07-06,0.0,0,0,0,0,Portugal
2019-07-07,0.0,0,0,0,0,Portugal
2019-07-08,0.0,0,0,0,0,Portugal
2019-07-09,0.0,0,0,0,0,Portugal
2019-07-10,150.72,2,56,2,607,Portugal
2019-07-11,0.0,0,0,0,0,Portugal
2019-07-12,0.0,0,0,0,0,Portugal
2019-07-13,0.0,0,0,0,0,Portugal
2019-07-14,0.0,0,0,0,0,Portugal
2019-07-15,0.0,0,0,0,0,Portugal
2019-07-16,0.0,0,0,0,0,Portugal
2019-07-17,49.49,1,28,1,336,Portugal
2019-07-18,0.0,0,0,0,0,Portugal
2019-07-19,0.0,0,0,0,0,Portugal
2019-07-20,0.0,0,0,0,0,Portugal
2019-07-21,0.0,0,0,0,0,Portugal
2019-07-22,0.0,0,0,0,0,Portugal
2019-07-23,0.0,0,0,0,0,Portugal
2019-07-24,0.0,0,0,0,0,Portugal
2019-07-25,0.0,0,0,0,0,Portugal
2019-07-26,0.0,0,0,0,0,Portugal
2019-07-27,0.0,0,0,0,0,Portugal
2019-07-28,0.0,0,0,0,0,Portugal
2019-07-29,0.0,0,0,0,0,Portugal
2019-07-30,0.0,0,0,0,0,Portugal
2019-07-31,1.25,1,1,1,1,Portugal
2018-04-24,152.76,1,36,1,299,Singapore
2018-04-25,0.0,0,0,0,0,Singapore
2018-04-26,0.0,0,0,0,0,Singapore
2018-04-27,0.0,0,0,0,0,Singapore
2018-04-28,0.0,0,0,0,0,Singapore
2018-04-29,0.0,0,0,0,0,Singapore
2018-04-30,0.0,0,0,0,0,Singapore
2018-05-01,0.0,0,0,0,0,Singapore
2018-05-02,0.0,0,0,0,0,Singapore
2018-05-03,0.0,0,0,0,0,Singapore
2018-05-04,0.0,0,0,0,0,Singapore
2018-05-05,0.0,0,0,0,0,Singapore
2018-05-06,0.0,0,0,0,0,Singapore
2018-05-07,0.0,0,0,0,0,Singapore
2018-05-08,0.0,0,0,0,0,Singapore
2018-05-09,0.0,0,0,0,0,Singapore
2018-05-10,0.0,0,0,0,0,Singapore
2018-05-11,0.0,0,0,0,0,Singapore
2018-05-12,0.0,0,0,0,0,Singapore
2018-05-13,0.0,0,0,0,0,Singapore
2018-05-14,0.0,0,0,0,0,Singapore
2018-05-15,0.0,0,0,0,0,Singapore
2018-05-16,0.0,0,0,0,0,Singapore
2018-05-17,0.0,0,0,0,0,Singapore
2018-05-18,0.0,0,0,0,0,Singapore
2018-05-19,0.0,0,0,0,0,Singapore
2018-05-20,0.0,0,0,0,0,Singapore
2018-05-21,0.0,0,0,0,0,Singapore
2018-05-22,0.0,0,0,0,0,Singapore
2018-05-23,0.0,0,0,0,0,Singapore
2018-05-24,0.0,0,0,0,0,Singapore
2018-05-25,0.0,0,0,0,0,Singapore
2018-05-26,0.0,0,0,0,0,Singapore
2018-05-27,0.0,0,0,0,0,Singapore
2018-05-28,0.0,0,0,0,0,Singapore
2018-05-29,0.0,0,0,0,0,Singapore
2018-05-30,0.0,0,0,0,0,Singapore
2018-05-31,0.0,0,0,0,0,Singapore
2018-06-01,0.0,0,0,0,0,Singapore
2018-06-02,0.0,0,0,0,0,Singapore
2018-06-03,0.0,0,0,0,0,Singapore
2018-06-04,0.0,0,0,0,0,Singapore
2018-06-05,0.0,0,0,0,0,Singapore
2018-06-06,0.0,0,0,0,0,Singapore
2018-06-07,0.0,0,0,0,0,Singapore
2018-06-08,0.0,0,0,0,0,Singapore
2018-06-09,0.0,0,0,0,0,Singapore
2018-06-10,0.0,0,0,0,0,Singapore
2018-06-11,0.0,0,0,0,0,Singapore
2018-06-12,0.0,0,0,0,0,Singapore
2018-06-13,0.0,0,0,0,0,Singapore
2018-06-14,0.0,0,0,0,0,Singapore
2018-06-15,0.0,0,0,0,0,Singapore
2018-06-16,0.0,0,0,0,0,Singapore
2018-06-17,0.0,0,0,0,0,Singapore
2018-06-18,0.0,0,0,0,0,Singapore
2018-06-19,0.0,0,0,0,0,Singapore
2018-06-20,0.0,0,0,0,0,Singapore
2018-06-21,0.0,0,0,0,0,Singapore
2018-06-22,0.0,0,0,0,0,Singapore
2018-06-23,0.0,0,0,0,0,Singapore
2018-06-24,0.0,0,0,0,0,Singapore
2018-06-25,0.0,0,0,0,0,Singapore
2018-06-26,0.0,0,0,0,0,Singapore
2018-06-27,0.0,0,0,0,0,Singapore
2018-06-28,0.0,0,0,0,0,Singapore
2018-06-29,0.0,0,0,0,0,Singapore
2018-06-30,0.0,0,0,0,0,Singapore
2018-07-01,0.0,0,0,0,0,Singapore
2018-07-02,0.0,0,0,0,0,Singapore
2018-07-03,0.0,0,0,0,0,Singapore
2018-07-04,0.0,0,0,0,0,Singapore
2018-07-05,0.0,0,0,0,0,Singapore
2018-07-06,0.0,0,0,0,0,Singapore
2018-07-07,0.0,0,0,0,0,Singapore
2018-07-08,0.0,0,0,0,0,Singapore
2018-07-09,0.0,0,0,0,0,Singapore
2018-07-10,0.0,0,0,0,0,Singapore
2018-07-11,0.0,0,0,0,0,Singapore
2018-07-12,0.0,0,0,0,0,Singapore
2018-07-13,0.0,0,0,0,0,Singapore
2018-07-14,0.0,0,0,0,0,Singapore
2018-07-15,0.0,0,0,0,0,Singapore
2018-07-16,0.0,0,0,0,0,Singapore
2018-07-17,0.0,0,0,0,0,Singapore
2018-07-18,0.0,0,0,0,0,Singapore
2018-07-19,0.0,0,0,0,0,Singapore
2018-07-20,0.0,0,0,0,0,Singapore
2018-07-21,0.0,0,0,0,0,Singapore
2018-07-22,0.0,0,0,0,0,Singapore
2018-07-23,0.0,0,0,0,0,Singapore
2018-07-24,0.0,0,0,0,0,Singapore
2018-07-25,0.0,0,0,0,0,Singapore
2018-07-26,0.0,0,0,0,0,Singapore
2018-07-27,0.0,0,0,0,0,Singapore
2018-07-28,0.0,0,0,0,0,Singapore
2018-07-29,0.0,0,0,0,0,Singapore
2018-07-30,0.0,0,0,0,0,Singapore
2018-07-31,0.0,0,0,0,0,Singapore
2018-08-01,0.0,0,0,0,0,Singapore
2018-08-02,0.0,0,0,0,0,Singapore
2018-08-03,0.0,0,0,0,0,Singapore
2018-08-04,0.0,0,0,0,0,Singapore
2018-08-05,0.0,0,0,0,0,Singapore
2018-08-06,0.0,0,0,0,0,Singapore
2018-08-07,0.0,0,0,0,0,Singapore
2018-08-08,0.0,0,0,0,0,Singapore
2018-08-09,0.0,0,0,0,0,Singapore
2018-08-10,0.0,0,0,0,0,Singapore
2018-08-11,0.0,0,0,0,0,Singapore
2018-08-12,0.0,0,0,0,0,Singapore
2018-08-13,0.0,0,0,0,0,Singapore
2018-08-14,0.0,0,0,0,0,Singapore
2018-08-15,0.0,0,0,0,0,Singapore
2018-08-16,0.0,0,0,0,0,Singapore
2018-08-17,0.0,0,0,0,0,Singapore
2018-08-18,0.0,0,0,0,0,Singapore
2018-08-19,0.0,0,0,0,0,Singapore
2018-08-20,0.0,0,0,0,0,Singapore
2018-08-21,0.0,0,0,0,0,Singapore
2018-08-22,0.0,0,0,0,0,Singapore
2018-08-23,0.0,0,0,0,0,Singapore
2018-08-24,0.0,0,0,0,0,Singapore
2018-08-25,0.0,0,0,0,0,Singapore
2018-08-26,0.0,0,0,0,0,Singapore
2018-08-27,0.0,0,0,0,0,Singapore
2018-08-28,0.0,0,0,0,0,Singapore
2018-08-29,0.0,0,0,0,0,Singapore
2018-08-30,0.0,0,0,0,0,Singapore
2018-08-31,0.0,0,0,0,0,Singapore
2018-09-01,0.0,0,0,0,0,Singapore
2018-09-02,0.0,0,0,0,0,Singapore
2018-09-03,219.75,3,80,1,811,Singapore
2018-09-04,0.0,0,0,0,0,Singapore
2018-09-05,0.0,0,0,0,0,Singapore
2018-09-06,0.0,0,0,0,0,Singapore
2018-09-07,0.0,0,0,0,0,Singapore
2018-09-08,0.0,0,0,0,0,Singapore
2018-09-09,0.0,0,0,0,0,Singapore
2018-09-10,0.0,0,0,0,0,Singapore
2018-09-11,0.0,0,0,0,0,Singapore
2018-09-12,0.0,0,0,0,0,Singapore
2018-09-13,0.0,0,0,0,0,Singapore
2018-09-14,0.0,0,0,0,0,Singapore
2018-09-15,0.0,0,0,0,0,Singapore
2018-09-16,0.0,0,0,0,0,Singapore
2018-09-17,0.0,0,0,0,0,Singapore
2018-09-18,0.0,0,0,0,0,Singapore
2018-09-19,0.0,0,0,0,0,Singapore
2018-09-20,0.0,0,0,0,0,Singapore
2018-09-21,0.0,0,0,0,0,Singapore
2018-09-22,0.0,0,0,0,0,Singapore
2018-09-23,0.0,0,0,0,0,Singapore
2018-09-24,0.0,0,0,0,0,Singapore
2018-09-25,0.0,0,0,0,0,Singapore
2018-09-26,0.0,0,0,0,0,Singapore
2018-09-27,0.0,0,0,0,0,Singapore
2018-09-28,0.0,0,0,0,0,Singapore
2018-09-29,0.0,0,0,0,0,Singapore
2018-09-30,0.0,0,0,0,0,Singapore
2018-10-01,0.0,0,0,0,0,Singapore
2018-10-02,0.0,0,0,0,0,Singapore
2018-10-03,0.0,0,0,0,0,Singapore
2018-10-04,0.0,0,0,0,0,Singapore
2018-10-05,0.0,0,0,0,0,Singapore
2018-10-06,0.0,0,0,0,0,Singapore
2018-10-07,0.0,0,0,0,0,Singapore
2018-10-08,0.0,0,0,0,0,Singapore
2018-10-09,0.0,0,0,0,0,Singapore
2018-10-10,0.0,0,0,0,0,Singapore
2018-10-11,0.0,0,0,0,0,Singapore
2018-10-12,0.0,0,0,0,0,Singapore
2018-10-13,0.0,0,0,0,0,Singapore
2018-10-14,0.0,0,0,0,0,Singapore
2018-10-15,0.0,0,0,0,0,Singapore
2018-10-16,0.0,0,0,0,0,Singapore
2018-10-17,0.0,0,0,0,0,Singapore
2018-10-18,0.0,0,0,0,0,Singapore
2018-10-19,0.0,0,0,0,0,Singapore
2018-10-20,0.0,0,0,0,0,Singapore
2018-10-21,0.0,0,0,0,0,Singapore
2018-10-22,0.0,0,0,0,0,Singapore
2018-10-23,0.0,0,0,0,0,Singapore
2018-10-24,0.0,0,0,0,0,Singapore
2018-10-25,0.0,0,0,0,0,Singapore
2018-10-26,0.0,0,0,0,0,Singapore
